Information Type LHS,Information Type RHS,Relation
unique device ids,device identifiers,hypernymy
unique device ids,device numbers,hypernymy
unique device ids,did,hypernymy
unique device ids,unique identifier,hypernymy
unique device ids,unique identifiers,hypernymy
unique hardware identifiers,hardware device id,hypernymy
unique hardware identifiers,unique device id,hypernymy
unique hardware identifiers,unique device identifier,hypernymy
unique hardware identifiers,unique device identifiers,hypernymy
unique hardware identifiers,unique device ids,hypernymy
unique hardware identifiers,unique user device number,hypernymy
unique identifier,identifiers,hypernymy
unique identifier,identifying information,hypernymy
unique identifier,unique information,hypernymy
unique identifiers,identifiers,hypernymy
unique identifiers,identifying information,hypernymy
unique identifiers,unique information,hypernymy
unique information,information,hypernymy
unique user device number,device identifier,hypernymy
unique user device number,device identifiers,hypernymy
unique user device number,device numbers,hypernymy
unique user device number,did,hypernymy
unique user device number,unique identifier,hypernymy
unique user device number,unique identifiers,hypernymy
uri,browser information,hypernymy
uri,interactions,hypernymy
uri,usage information,hypernymy
uri,usage,hypernymy
url,cm browser input,hypernymy
url,page views,hypernymy
url,pages viewed,hypernymy
url,uri,hypernymy
url,web pages visited,hypernymy
url,web pages,hypernymy
url,website information,hypernymy
url,website traffic,hypernymy
urls,cm browser input,hypernymy
urls,page views,hypernymy
urls,pages viewed,hypernymy
urls,uri,hypernymy
urls,web pages visited,hypernymy
urls,web pages,hypernymy
urls,website information,hypernymy
urls,website traffic,hypernymy
usage dates,date,hypernymy
usage dates,datestamp,hypernymy
usage dates,interactions,hypernymy
usage dates,usage information,hypernymy
usage dates,usage,hypernymy
usage information,event,hypernymy
usage information,technical data,hypernymy
usage information,technical information,hypernymy
usage information,technically gathered information,hypernymy
