Information Type LHS,Information Type RHS,Relation
mobile device ids,mobile device information,hypernymy
mobile device ids,mobile device technical information,hypernymy
mobile device ids,mobile device,hypernymy
mobile device information,access device,hypernymy
mobile device information,access devices,hypernymy
mobile device information,device data,hypernymy
mobile device information,device information,hypernymy
mobile device information,device,hypernymy
mobile device information,device-related data,hypernymy
mobile device information,device-related information,hypernymy
mobile device information,device-specific information,hypernymy
mobile device information,devices,hypernymy
mobile device information,machine,hypernymy
mobile device ip address,internet protocol address,hypernymy
mobile device ip address,internet protocol addresses,hypernymy
mobile device ip address,ip address,hypernymy
mobile device ip address,ip addresses,hypernymy
mobile device ip address,ip-address,hypernymy
mobile device ip address,mobile device id,hypernymy
mobile device ip address,mobile device identifiers,hypernymy
mobile device ip address,mobile device ids,hypernymy
mobile device ip address,possibly ip address,hypernymy
mobile device language setting,mobile device information,hypernymy
mobile device language setting,mobile device technical information,hypernymy
mobile device language setting,mobile device,hypernymy
mobile device mac addresses,ethernet mac address,hypernymy
mobile device mac addresses,mac address,hypernymy
mobile device mac addresses,mac,hypernymy
mobile device mac addresses,media access control,hypernymy
mobile device mac addresses,mobile device id,hypernymy
mobile device mac addresses,mobile device identifiers,hypernymy
mobile device mac addresses,mobile device ids,hypernymy
mobile device mac addresses,network media access control,hypernymy
mobile device model,mobile device information,hypernymy
mobile device model,mobile device technical information,hypernymy
mobile device model,mobile device,hypernymy
mobile device technical information,access device,hypernymy
mobile device technical information,access devices,hypernymy
mobile device technical information,device data,hypernymy
mobile device technical information,device information,hypernymy
mobile device technical information,device,hypernymy
